Meses_Contrato,Pago_Mensual,Reclamos_Soporte,Tipo_Contrato,Uso_Datos_GB,Gasto_Total_Estimado,Ratio_Quejas_Mes,Saturacion_Datos,Churn,Pago_Mensual_Norm
32,70.4589879007005,0,Anual,100.20004152008345,2254.687612822416,0.0,1,0,0.458505273228233
59,75.45115674130759,1,Mes a mes,88.08226716551835,4451.618247737148,0.016666666666666666,1,0,0.5039081035416159
11,86.95929033097694,1,Dos años,57.53541447540914,956.5521936407464,0.08333333333333333,0,0,0.6085723994174662
26,85.07690609882344,1,Anual,32.07062091248589,2211.9995585694096,0.037037037037037035,0,0,0.5914524712648239
5,41.792133940778925,3,Mes a mes,117.73382685212096,208.9606697038946,0.5,1,1,0.19778566467377323
12,125.49854072311908,4,Mes a mes,42.197044070490875,1505.982488677429,0.3076923076923077,0,1,0.9590795841357258
29,95.56933580496732,3,Anual,76.44522271045116,2771.5107383440522,0.1,0,1,0.6868791326485797
6,59.14604270878986,2,Mes a mes,107.1761333043462,354.87625625273915,0.2857142857142857,1,1,0.3556161788701065
72,93.94077120741252,3,Anual,15.977391006443126,6763.735526933702,0.0410958904109589,0,0,0.6720676460106054
63,75.31061460580555,3,Mes a mes,48.383643646551874,4744.56872016575,0.046875,0,1,0.5026298994315755
58,22.77194068788491,0,Mes a mes,44.21738899504515,1320.7725598973248,0.0,0,0,0.024800608606662743
63,21.966241035679182,1,Anual,100.54063589395453,1383.8731852477886,0.015625,1,0,0.017472922833078244
13,118.28751497247002,1,Mes a mes,29.206780206211057,1537.7376946421102,0.07142857142857142,0,1,0.8934966703770758
42,45.24700048591046,0,Mes a mes,3.9602353286976424,1900.3740204082394,0.0,0,0,0.22920702170562302
44,104.84379343328511,0,Anual,117.25301366904336,4613.126911064545,0.0,1,0,0.7712285686135631
48,35.22883326897647,4,Mes a mes,107.1324437495222,1690.9839969108707,0.08163265306122448,1,1,0.13809368785727577
26,38.95861719997381,0,Mes a mes,17.079892601873635,1012.924047199319,0.0,0,0,0.17201536645660398
16,73.9654668941067,3,Anual,73.38280958292441,1183.4474703057072,0.17647058823529413,0,1,0.4903960357040676
18,59.71703241054344,0,Mes a mes,96.05761883739825,1074.9065833897819,0.0,1,0,0.3608092220878224
27,60.00433625899476,2,Dos años,14.767284962000621,1620.1170789928585,0.07142857142857142,0,0,0.36342219618707794
33,105.75643664212721,1,Mes a mes,62.80560819946446,3489.962409190198,0.029411764705882353,0,1,0.7795288857844624
15,92.83416593531791,0,Mes a mes,88.70131685755253,1392.5124890297686,0.0,1,0,0.6620032806021036
36,31.813928153161967,0,Anual,97.1724775910062,1145.3014135138308,0.0,1,0,0.10703577245816946
9,77.53805884505076,0,Mes a mes,119.5556801188344,697.8425296054568,0.0,1,0,0.5228880830098925
61,65.47307317165411,3,Anual,54.97991401713851,3993.8574634709007,0.04838709677419355,0,0,0.41315932287524737
28,72.7380553799729,1,Dos años,79.76291825134285,2036.6655506392412,0.034482758620689655,0,0,0.4792329603994807
16,127.79877769615979,2,Dos años,90.0261687478149,2044.7804431385566,0.11764705882352941,1,1,0.9799998038442477
31,42.70068855160859,0,Mes a mes,54.05673792036112,1323.7213450998663,0.0,0,0,0.20604879681994573
54,24.269359593649952,0,Mes a mes,56.11978657697303,1310.5454180570973,0.0,0,0,0.03841935001089659
11,41.66833528301888,2,Anual,74.38994793065787,458.3516881132076,0.16666666666666666,0,0,0.19665973932333566
72,92.83619943589089,0,Dos años,58.551486479921124,6684.206359384144,0.0,0,0,0.6620217749047614
38,48.324053015013185,1,Mes a mes,11.384061165929227,1836.314014570501,0.02564102564102564,0,0,0.25719223180264916
45,69.03555715839263,1,Mes a mes,77.02722635004501,3106.6000721276687,0.021739130434782608,0,0,0.4455594401606162
15,95.48041468309717,0,Dos años,42.941883862175885,1432.2062202464574,0.0,0,0,0.6860704118828262
59,67.54026045951633,1,Anual,93.42568880028239,3984.8753671114637,0.016666666666666666,1,0,0.43195999982618505
21,60.1595039845573,2,Anual,118.89401279026805,1263.3495836757033,0.09090909090909091,1,0,0.3648334172692905
27,69.5066899814591,1,Mes a mes,93.95370186484331,1876.6806294993958,0.03571428571428571,1,0,0.4498443039750682
64,47.592222658386646,0,Mes a mes,106.440267112698,3045.9022501367454,0.0,1,0,0.2505363732848398
27,120.84728691235895,1,Mes a mes,13.916956979620199,3262.8767466336917,0.03571428571428571,0,1,0.9167773114648485
25,117.31715142167778,1,Anual,26.117760134578962,2932.9287855419443,0.038461538461538464,0,0,0.8846713976257731
63,81.22309099969809,2,Anual,115.11407737988813,5117.05473298098,0.03125,1,0,0.5564027526772883
69,118.85537790082027,1,Dos años,92.50234229440888,8201.0210751566,0.014285714285714285,1,0,0.8986612761827584
40,35.810556379702824,0,Anual,104.32952136716652,1432.422255188113,0.0,1,0,0.1433843493971747
62,39.74082133020851,3,Anual,56.15490769174208,2463.9309224729277,0.047619047619047616,0,0,0.17912936490685566
44,41.646207019799476,0,Mes a mes,87.65994835288859,1832.433108871177,0.0,1,0,0.19645848695945164
62,82.14768628322454,1,Anual,43.937814885872406,5093.156549559922,0.015873015873015872,0,0,0.5648117717042572
65,52.81629330969725,3,Mes a mes,98.97928167220326,3433.0590651303214,0.045454545454545456,1,1,0.2980483066548128
27,118.3177855661148,2,Mes a mes,93.18370455561467,3194.5802102850994,0.07142857142857142,1,1,0.8937719756943879
1,45.68296528738313,0,Dos años,91.16983345097226,45.68296528738313,0.0,1,0,0.23317203902291872
12,73.99894456030219,0,Anual,90.85650282351178,887.9873347236263,0.0,1,0,0.4907005087389534
25,49.37303781386535,2,Anual,98.3510211849389,1234.3259453466337,0.07692307692307693,1,0,0.2667325499177335
14,102.32736142314322,1,Mes a mes,57.03298175990721,1432.583059924005,0.06666666666666667,0,1,0.748342095980209
14,70.59528163828269,0,Dos años,42.754253032125206,988.3339429359576,0.0,0,0,0.45974483896364743
55,60.1019467787085,4,Dos años,11.726676996208804,3305.607072828968,0.07142857142857142,0,1,0.3643099453808382
51,22.196410705038264,0,Mes a mes,93.20542016545966,1132.0169459569515,0.0,1,0,0.019566272392130223
39,57.45040899166763,1,Mes a mes,50.47824652679066,2240.5659506750376,0.025,0,0,0.34019471128953704
23,97.28487110158889,0,Mes a mes,29.2548557355183,2237.5520353365446,0.0,0,0,0.7024816013262329
47,108.7113377635602,1,Dos años,31.81488399507903,5109.4328748873295,0.020833333333333332,0,0,0.8064031519587074
68,87.68759703697305,0,Anual,28.242346567326937,5962.756598514167,0.0,0,0,0.6151962110000125
16,23.203849906856373,1,Anual,102.98325677157595,371.26159850970197,0.058823529411764705,1,0,0.028728741169054675
30,123.86729142078917,0,Mes a mes,40.08079626484254,3716.0187426236753,0.0,0,0,0.9442436806161841
41,52.45080614838842,3,Anual,93.13331657833993,2150.4830520839255,0.07142857142857142,1,1,0.29472427012951646
22,96.31408743057199,0,Mes a mes,85.90506529905072,2118.9099234725836,0.0,1,0,0.6936525076610388
57,126.0389629056053,2,Anual,14.090392280392829,7184.220885619502,0.034482758620689655,0,0,0.9639946215538164
17,63.02978259893008,1,Mes a mes,28.71663542440901,1071.5063041818114,0.05555555555555555,0,1,0.39093805776551466
64,71.49641679138963,0,Mes a mes,64.83484030717472,4575.770674648937,0.0,0,0,0.46794049254674297
47,77.10172804112491,0,Mes a mes,63.487464924330546,3623.781217932871,0.0,0,0,0.5189197369695896
12,76.76815461486899,0,Mes a mes,22.908834119636552,921.2178553784279,0.0,0,0,0.5158859498215752
19,86.57392035833898,0,Anual,54.78752085701158,1644.9044868084407,0.0,0,0,0.6050675324880402
67,122.63481442244961,2,Anual,9.714237704046335,8216.532566304124,0.029411764705882353,0,0,0.9330345356919203
11,122.53536265343877,2,Mes a mes,93.99020318279197,1347.8889891878264,0.16666666666666666,1,1,0.9321300406844526
67,72.90859943954283,1,Anual,94.76590429630994,4884.876162449369,0.014705882352941176,1,0,0.4807840263279053
61,102.57724190224849,0,Mes a mes,107.58007606698598,6257.211756037158,0.0,1,0,0.7506147116215629
3,80.82736977338095,1,Mes a mes,63.85134306533803,242.48210932014285,0.25,0,1,0.5528037430557116
7,21.349637743672567,0,Mes a mes,61.56052723817752,149.44746420570797,0.0,0,0,0.011865032649170675
20,112.62969191924603,0,Mes a mes,24.192624605219063,2252.5938383849207,0.0,0,0,0.8420398410448698
39,31.990790264205447,3,Dos años,102.4706126409315,1247.6408203040125,0.075,1,1,0.10864429986839169
49,61.10762154349771,0,Anual,34.45574082363282,2994.2734556313876,0.0,0,0,0.3734563669370897
18,26.22360678867129,1,Dos años,94.71336546689524,472.02492219608325,0.05263157894736842,1,0,0.05619285820321334
65,44.68750742886813,0,Mes a mes,43.41010637444606,2904.6879828764286,0.0,0,0,0.22411853829460926
72,34.13321995376364,1,Dos años,108.34530138997587,2457.591836670982,0.0136986301369863,1,0,0.12812929221523214
33,85.52095335021843,0,Dos años,39.930994369702,2822.1914605572083,0.0,0,0,0.5954909969337111
10,116.6212683394378,2,Mes a mes,7.069479648363104,1166.212683394378,0.18181818181818182,0,1,0.8783424727617148
15,31.621650526386937,0,Mes a mes,16.482744972643815,474.32475789580405,0.0,0,0,0.10528704385137316
10,88.5471143356737,1,Anual,68.5623378346203,885.471143356737,0.09090909090909091,0,0,0.62301335807783
50,91.50995662899912,1,Dos años,39.88928593738006,4575.497831449956,0.0196078431372549,0,0,0.6499598477067364
35,54.25646484685251,1,Anual,65.09161066254222,1898.976269639838,0.027777777777777776,0,0,0.31114639408161404
6,32.19765716990598,0,Dos años,70.89277913479333,193.18594301943588,0.0,0,0,0.11052571520446308
32,58.950300498021875,1,Mes a mes,104.90200171424134,1886.4096159367,0.030303030303030304,1,0,0.35383594052793055
44,27.569741502847812,2,Anual,47.07792487282527,1213.0686261253038,0.044444444444444446,0,0,0.06843569853136186
69,91.8402729617735,2,Anual,10.363574727509194,6336.978834362371,0.02857142857142857,0,0,0.6529640122062829
49,100.55858342194638,1,Dos años,97.135717356047,4927.370587675373,0.02,1,0,0.732255394986214
26,48.453302228158705,2,Anual,46.39038619508327,1259.7858579321264,0.07407407407407407,0,0,0.2583677289222279
70,80.09171161286864,0,Mes a mes,114.47025780603238,5606.419812900805,0.0,1,0,0.5461130713863748
14,81.87949008775058,2,Anual,46.21287388142368,1146.3128612285082,0.13333333333333333,0,1,0.5623725780907018
69,89.43923510547896,0,Mes a mes,78.01682320412247,6171.307222278048,0.0,0,0,0.6311270275517148
7,122.80025069257464,1,Mes a mes,52.608665231309395,859.6017548480224,0.125,0,1,0.9345391472425288
10,85.47231718857107,3,Mes a mes,48.99288646035757,854.7231718857107,0.2727272727272727,0,1,0.5950486602530268
6,34.26659257388604,0,Mes a mes,35.20987796521767,205.5995554433162,0.0,0,0,0.12934229094047797
30,120.4926808193514,1,Mes a mes,57.87451080710679,3614.7804245805423,0.03225806451612903,0,1,0.9135522361953681
58,47.686585332816655,1,Mes a mes,53.477539428278966,2765.821949303366,0.01694915254237288,0,0,0.25139458394074016
7,112.410707559079,2,Mes a mes,53.99417293074414,786.874952913553,0.25,0,1,0.8400482197549258
42,65.81554294021785,0,Anual,103.60525879511324,2764.2528034891498,0.0,1,0,0.4162740205719848
12,119.54625838771797,0,Mes a mes,110.93579298672425,1434.5551006526157,0.0,1,0,0.904944703389445
51,76.81608808552161,1,Mes a mes,2.4014018670467414,3917.6204923616024,0.019230769230769232,0,0,0.5163218956607204
54,104.66530706427488,2,Dos años,28.71611897817553,5651.926581470843,0.03636363636363636,0,0,0.7696052688846946
12,113.23234507688709,0,Mes a mes,83.90174915122812,1358.788140922645,0.0,1,0,0.8475208573982498
62,119.3060390334013,1,Mes a mes,38.0201381535696,7396.974420070881,0.015873015873015872,0,0,0.9027599538486615
57,96.49262032436812,2,Mes a mes,38.802782705873575,5500.0793584889825,0.034482758620689655,0,1,0.6952762305240253
31,125.9463495506448,0,Anual,117.1795945963515,3904.3368360699887,0.0,1,0,0.9631523206272489
25,91.9204238326936,0,Dos años,21.4421741949896,2298.01059581734,0.0,0,0,0.6536929692003361
25,75.11151916705987,1,Mes a mes,96.52796372093103,1877.7879791764967,0.038461538461538464,1,0,0.5008191641158927
10,91.6769532716246,1,Mes a mes,90.24675014546771,916.769532716246,0.09090909090909091,1,1,0.6514786505497723
1,100.76157211539385,0,Mes a mes,94.87539746315983,100.76157211539385,0.0,1,0,0.7341015387162024
66,48.12146465548529,2,Dos años,55.39385286779201,3176.0166672620294,0.029850746268656716,0,0,0.255349729033854
32,54.89133440953721,1,Mes a mes,39.71804409249068,1756.5227011051907,0.030303030303030304,0,0,0.31692041253852976
15,106.16775219772319,0,Mes a mes,72.88378626246035,1592.516282965848,0.0,0,0,0.7832697228779666
68,110.50244890553367,4,Dos años,15.92308709328016,7514.166525576289,0.057971014492753624,0,1,0.8226929686391748
8,112.52305245053465,1,Dos años,3.080630758230881,900.1844196042772,0.1111111111111111,0,0,0.8410699752696523
55,23.5209880579237,1,Dos años,8.98914282684663,1293.6543431858033,0.017857142857142856,0,0,0.03161305260132963
30,46.07441117132113,3,Mes a mes,29.998953698792604,1382.232335139634,0.0967741935483871,0,1,0.2367321652151146
61,105.21733728559438,2,Mes a mes,93.10170067984318,6418.257574421257,0.03225806451612903,1,1,0.7746258792179341
46,63.98960840039474,0,Mes a mes,21.195390813511672,2943.5219864181577,0.0,0,0,0.39966749168205795
71,93.18967587033536,0,Anual,16.592249156329714,6616.466986793811,0.0,0,0,0.6652365761435173
5,72.26642370061322,3,Anual,96.26153293869992,361.3321185030661,0.5,1,1,0.4749435595815028
16,59.83776791844854,0,Dos años,14.267763071808266,957.4042866951767,0.0,0,0,0.36190728867035177
38,81.24605509680575,2,Dos años,100.96718139198077,3087.3500936786186,0.05128205128205128,1,0,0.5566116067921169
60,47.42069600152213,2,Dos años,13.887127150176953,2845.2417600913277,0.03278688524590164,0,0,0.24897637082008053
64,123.6422037614211,1,Dos años,27.2725733655674,7913.10104073095,0.015384615384615385,0,0,0.9421965509756965
15,123.34699033216013,0,Anual,98.74655887912513,1850.204854982402,0.0,1,0,0.9395116407366956
34,24.97152109262897,1,Anual,103.83268117923092,849.0317171493849,0.02857142857142857,1,0,0.04480537588634716
3,105.26065930723003,0,Mes a mes,2.924362743111884,315.7819779216901,0.0,0,0,0.7750198848014707
70,87.80372921773896,0,Mes a mes,82.43811488106982,6146.2610452417275,0.0,1,0,0.6162524111938739
32,55.05096373526481,2,Anual,71.98889196311193,1761.6308395284739,0.06060606060606061,0,0,0.31837221102941743
21,55.961125188236075,1,Anual,63.97876268190108,1175.1836289529576,0.045454545454545456,0,0,0.32664995710060424
42,30.64014038736115,1,Mes a mes,94.17622533959381,1286.8858962691684,0.023255813953488372,1,0,0.0963603949907482
11,20.777408493005197,1,Anual,115.96646231844063,228.55149342305717,0.08333333333333333,1,0,0.006660715968798661
42,39.36104835958304,0,Anual,116.92914222985749,1653.1640311024876,0.0,1,0,0.1756754016509132
7,71.6322535785742,1,Dos años,102.19920235154466,501.42577505001935,0.125,1,0,0.46917590240481694
37,115.61242821714407,1,Anual,49.79254558718071,4277.6598440343305,0.02631578947368421,0,0,0.8691672628783358
28,73.28214350646158,1,Anual,12.822053611663364,2051.9000181809242,0.034482758620689655,0,0,0.48418133888410897
64,23.73662368549527,0,Mes a mes,39.93422884803261,1519.1439158716973,0.0,0,0,0.03357421780241713
50,62.236796032073855,0,Anual,84.36170572575278,3111.8398016036926,0.0,1,0,0.38372599509589805
5,70.86270726862536,1,Anual,112.1311573987355,354.31353634312677,0.16666666666666666,1,0,0.4621770244332441
71,78.90490691452086,0,Anual,45.001631133623015,5602.248390930981,0.0,0,0,0.5353193073822596
67,82.3754198922996,1,Mes a mes,88.22728360928,5519.153132784073,0.014705882352941176,1,0,0.5668829657563061
47,80.31319024682148,2,Anual,2.1683128611537414,3774.7199416006097,0.041666666666666664,0,0,0.5481273776240976
55,40.7259394253536,1,Mes a mes,50.301629535048264,2239.926668394448,0.017857142857142856,0,0,0.1880888274452013
48,91.6556147688695,0,Anual,38.74643671602013,4399.469508905736,0.0,0,0,0.651284580907766
7,105.36549114665893,2,Mes a mes,104.25052346730284,737.5584380266125,0.25,1,1,0.7759733105306476
55,21.59724487050682,3,Dos años,45.67688476832065,1187.848467877875,0.05357142857142857,0,0,0.014116972582090251
63,72.4386619260618,0,Anual,106.04403255534753,4563.635701341893,0.0,1,0,0.4765100336277951
28,40.120412900795884,1,Anual,22.987246332127025,1123.3715612222848,0.034482758620689655,0,0,0.1825816783638006
24,68.55032072248598,1,Mes a mes,85.12230081675189,1645.2076973396634,0.04,1,0,0.44114630665797183
22,26.098071733312587,2,Anual,55.37550352903722,574.1575781328769,0.08695652173913043,0,0,0.0550511406454115
19,78.91376664791757,0,Anual,101.92542575955103,1499.3615663104338,0.0,1,0,0.5353998849798682
30,74.0275086249147,3,Anual,117.44682168204938,2220.8252587474412,0.0967741935483871,1,1,0.49096029349785686
40,128.21205426712606,1,Dos años,21.87341206013785,5128.482170685043,0.024390243902439025,0,0,0.9837584760012168
22,43.83353571406504,0,Mes a mes,95.25277067224638,964.3377857094309,0.0,1,0,0.21635182725225635
8,67.0665182912519,2,Mes a mes,83.01732738760653,536.5321463300152,0.2222222222222222,1,1,0.42765140451125006
46,56.58986850091779,0,Mes a mes,111.62635656915265,2603.133951042218,0.0,1,0,0.3323682584737787
70,36.44115772502257,0,Mes a mes,37.57987584668663,2550.88104075158,0.0,0,0,0.14911954922536436
18,108.76797205880561,1,Dos años,96.61645957124341,1957.823497058501,0.05263157894736842,1,0,0.8069182301499797
60,89.86921680579334,0,Mes a mes,54.16187781518065,5392.153008347601,0.0,0,0,0.6350376296969058
14,103.42015552999543,1,Mes a mes,77.772403409403,1447.882177419936,0.06666666666666667,0,1,0.7582808514560437
14,35.60398709154305,1,Anual,70.56824406649824,498.45581928160266,0.06666666666666667,0,0,0.14150564083628114
46,40.266037714927386,0,Mes a mes,91.5782944828971,1852.2377348866598,0.0,1,0,0.18390610847354552
38,76.8605681934414,0,Anual,99.12879786079247,2920.701591350773,0.0,1,0,0.5167264338197216
26,103.31780396138367,2,Anual,91.77013906712962,2686.2629029959753,0.07407407407407407,1,0,0.7573499833202972
40,46.53653554384526,1,Mes a mes,82.19902297988506,1861.4614217538106,0.024390243902439025,1,0,0.2409350988776788
27,90.91106941045835,2,Mes a mes,77.94513252828364,2454.5988740823755,0.07142857142857142,0,1,0.6445130818563742
35,29.949088964884915,1,Mes a mes,58.6615855969288,1048.218113770972,0.027777777777777776,0,0,0.09007541315734231
2,81.594374413237,0,Mes a mes,16.96968546271399,163.188748826474,0.0,0,0,0.5597795050190684
69,60.19403428890718,3,Anual,10.197836454365454,4153.388365934596,0.04285714285714286,0,0,0.36514746384886826
34,95.9555614444147,1,Anual,95.33964194768222,3262.4890891101,0.02857142857142857,1,0,0.6903917817056126
32,117.86992674550991,3,Anual,103.50629968216599,3771.8376558563173,0.09090909090909091,1,1,0.8896987845252763
56,93.59567714340344,0,Dos años,89.12147097075615,5241.357920030592,0.0,1,0,0.6689290808437159
24,31.8221802999571,0,Mes a mes,34.57070938246857,763.7323271989704,0.0,0,0,0.10711082417068626
32,126.5645316338182,0,Dos años,40.10936666873989,4050.0650122821826,0.0,0,0,0.9687745696178666
39,60.93386563395629,1,Anual,115.32802070893482,2376.4207597242953,0.025,1,0,0.3718760898413541
40,110.66903364293714,1,Anual,4.931248972655592,4426.761345717486,0.024390243902439025,0,0,0.8242080252822128
72,41.05077821688221,1,Dos años,55.297617201013225,2955.656031615519,0.0136986301369863,0,0,0.19104317474431712
32,99.5043918729096,3,Mes a mes,45.00824516282511,3184.140539933107,0.09090909090909091,0,1,0.7226677224641246
51,50.43674188523526,1,Anual,52.6997056960286,2572.2738361469983,0.019230769230769232,0,0,0.2764067370291993
60,74.45539105313024,0,Anual,111.44100192479978,4467.323463187815,0.0,1,0,0.49485180316081645
54,93.48518576246519,1,Mes a mes,39.64260874145224,5048.200031173121,0.01818181818181818,0,0,0.6679241826561738
10,45.932286871715064,3,Mes a mes,104.33240332313832,459.32286871715064,0.2727272727272727,1,1,0.2354395716221387
43,72.80913364445601,2,Mes a mes,97.34267099314194,3130.7927467116083,0.045454545454545456,1,1,0.4798794037559325
48,65.89959485870239,1,Anual,76.59692358521535,3163.1805532177145,0.02040816326530612,0,0,0.41703845685495383
64,112.9086792776291,1,Anual,9.526752319340549,7226.155473768263,0.015384615384615385,0,0,0.8445771782417234
49,99.7151989165939,1,Anual,65.05527160533899,4886.044746913101,0.02,0,0,0.7245849726090737
39,88.8677636210557,1,Mes a mes,6.601049297553347,3465.842781221172,0.025,0,0,0.6259296026118462
15,42.02938860569365,2,Anual,102.71031002207852,630.4408290854047,0.125,1,0,0.1999434509258247
72,45.67721907794691,3,Mes a mes,12.657653138949577,3288.7597736121775,0.0410958904109589,0,1,0.23311977833616956
41,22.982708416309183,0,Anual,101.18655394098722,942.2910450686766,0.0,1,0,0.026717501186766406
24,77.78475265667629,1,Mes a mes,64.09741986019773,1866.834063760231,0.04,0,1,0.5251317165139296
65,29.239309890259648,2,Mes a mes,115.01334913229753,1900.555142866877,0.030303030303030304,1,0,0.08362010687381484
31,33.12092231405761,1,Anual,118.04536293224562,1026.7485917357858,0.03125,1,0,0.11892263686568634
25,65.78073501644522,2,Mes a mes,117.53556505241869,1644.5183754111306,0.07692307692307693,1,1,0.41595744909632576
31,118.33947364557375,1,Mes a mes,60.71269980050928,3668.523683012786,0.03125,0,1,0.8939692246703217
50,28.889932732976433,0,Dos años,110.05973021296765,1444.4966366488215,0.0,1,0,0.08044258778462217
7,91.27632258891396,1,Anual,12.282916490488223,638.9342581223978,0.125,0,0,0.6478349903519265
46,38.3364600544256,3,Anual,61.97742605871762,1763.4771625035776,0.06382978723404255,0,0,0.16635696502638536
71,37.433288367353335,1,Mes a mes,18.692887721685086,2657.7634740820868,0.013888888888888888,0,0,0.1581427895525031
40,42.4634669402477,1,Anual,42.28695273256844,1698.538677609908,0.024390243902439025,0,0,0.20389131118370749
46,112.89730982840979,0,Anual,103.13177586179242,5193.276252106851,0.0,1,0,0.8444737752539354
35,33.37901608412719,1,Mes a mes,37.85080251485958,1168.2655629444516,0.027777777777777776,0,0,0.12126995083313327
30,71.57943463213314,4,Mes a mes,95.82894428861476,2147.3830389639943,0.12903225806451613,1,1,0.46869552408846515
17,94.5052879375428,0,Mes a mes,69.60215678432697,1606.5898949382276,0.0,0,0,0.6772018187770966
20,95.35441721384923,0,Anual,113.40316971387087,1907.0883442769846,0.0,1,0,0.6849244887582622
58,117.36556485033171,0,Dos años,21.930334744252644,6807.2027613192395,0.0,0,0,0.8851117085920577
72,69.13880180567826,0,Anual,19.52523757017803,4977.993730008834,0.0,0,0,0.44649843067779277
63,126.77032128644574,4,Mes a mes,103.73026341674388,7986.530241046082,0.0625,1,1,0.9706461875412222
58,74.93830310691716,2,Mes a mes,60.2014003868681,4346.421580201195,0.03389830508474576,0,1,0.4992437968482151
